gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
1e-05,0.4,8.1334666e-06
2.5e-05,0.4,8.1335484e-06
4.75e-05,0.4,8.133671e-06
8.125e-05,0.4,8.1338549e-06
0.000131875,0.4,8.1341307e-06
0.0002078125,0.4,8.1345445e-06
0.00032171875,0.4,8.1351654e-06
0.00049257812,0.4,8.1360967e-06
0.00074886719,0.4,8.1374941e-06
0.0011333008,0.4,8.1395909e-06
0.0017099512,0.4,8.1427377e-06
0.0025749268,0.4,8.1474618e-06
0.0038723901,0.4,8.1545565e-06
0.0058185852,0.4,8.1652182e-06
0.0087378778,0.4,8.1812554e-06
0.013116817,0.4,8.2054144e-06
0.019685225,0.4,8.2418946e-06
0.029537838,0.4,8.2971932e-06
0.044316756,0.4,8.3815767e-06
0.066485135,0.4,8.5119471e-06
0.096485135,0.4,8.6977501e-06
0.12648513,0.4,8.8988282e-06
0.15648513,0.4,9.1229617e-06
0.18648513,0.4,9.3826607e-06
0.21648513,0.4,9.6976524e-06
0.24648513,0.4,1.0098091e-05
0.27648513,0.4,1.0628129e-05
0.30648513,0.4,1.1348467e-05
0.33648513,0.4,1.2335915e-05
0.36648513,0.4,1.3677783e-05
0.39648513,0.4,1.5460853e-05
0.42648513,0.4,1.7758046e-05
0.45648513,0.4,2.061794e-05
0.48648513,0.4,2.4061166e-05
0.51648513,0.4,2.8083085e-05
0.54648513,0.4,3.2660422e-05
0.57648513,0.4,3.7758437e-05
0.60648513,0.4,4.3336862e-05
0.63648513,0.4,4.9354036e-05
0.66648513,0.4,5.5769416e-05
0.69648513,0.4,6.2544974e-05
0.72648513,0.4,6.9645754e-05
0.75648513,0.4,7.7040001e-05
0.78648513,0.4,8.4698993e-05
0.81648513,0.4,9.2596943e-05
0.84648513,0.4,0.00010071057
0.87648513,0.4,0.00010901884
0.90648513,0.4,0.0001175027
0.93648513,0.4,0.00012614481
0.96648513,0.4,0.0001349293
0.99648513,0.4,0.00014384161
1.0264851,0.4,0.00015286825
1.0564851,0.4,0.00016199672
1.0864851,0.4,0.00017121532
1.1164851,0.4,0.00018051308
1.1464851,0.4,0.00018987964
1.1764851,0.4,0.00019930513
1.2064851,0.4,0.00020878022
1.2364851,0.4,0.00021829601
1.2664851,0.4,0.000227844
1.2964851,0.4,0.00023741602
1.3264851,0.4,0.00024700425
1.3564851,0.4,0.00025660117
1.3864851,0.4,0.00026619961
1.4164851,0.4,0.0002757927
1.4464851,0.4,0.00028537391
1.4764851,0.4,0.00029493702
1.5064851,0.4,0.00030447619
1.5364851,0.4,0.00031398588
1.5664851,0.4,0.00032346091
1.5964851,0.4,0.00033289647
1.6264851,0.4,0.00034228814
1.6564851,0.4,0.0003516318
1.6864851,0.4,0.00036092368
1.7164851,0.4,0.0003701603
1.7464851,0.4,0.00037933859
1.7764851,0.4,0.00038845577
1.8064851,0.4,0.00039750931
1.8364851,0.4,0.00040649696
1.8664851,0.4,0.00041541672
1.8964851,0.4,0.0004242669
1.9264851,0.4,0.0004330459
1.9564851,0.4,0.00044175246
1.9864851,0.4,0.00045038547
2.0164851,0.4,0.00045894404
2.0464851,0.4,0.0004674274
2.0764851,0.4,0.00047583493
2.1064851,0.4,0.00048416625
2.1364851,0.4,0.00049242101
2.1664851,0.4,0.00050059899
2.1964851,0.4,0.00050870008
2.2264851,0.4,0.00051672437
2.2564851,0.4,0.00052467197
2.2864851,0.4,0.00053254308
2.3164851,0.4,0.0005403378
2.3464851,0.4,0.00054805656
2.3764851,0.4,0.00055569984
2.4064851,0.4,0.00056326808
2.4364851,0.4,0.0005707618
2.4664851,0.4,0.00057818156
2.4964851,0.4,0.00058552794
2.5264851,0.4,0.00059280151
2.5564851,0.4,0.00060000301
2.5864851,0.4,0.00060713307
2.6164851,0.4,0.00061419245
2.6464851,0.4,0.00062118189
2.6764851,0.4,0.0006281021
2.7064851,0.4,0.00063495383
2.7364851,0.4,0.00064173788
2.7664851,0.4,0.00064845483
2.7964851,0.4,0.00065510552
2.8264851,0.4,0.00066169083
2.8564851,0.4,0.0006682115
2.8864851,0.4,0.00067466845
2.9164851,0.4,0.00068106247
2.9464851,0.4,0.00068739436
2.9764851,0.4,0.00069366491
3,0.4,0.00069853757

