gate OuterVoltage,drain OuterVoltage,drain TotalCurrent
1.5,1e-05,6.9194682e-09
1.5,2.5e-05,1.7298208e-08
1.5,4.75e-05,3.2865217e-08
1.5,8.125e-05,5.6213132e-08
1.5,0.000131875,9.1228953e-08
1.5,0.0002078125,1.4373859e-07
1.5,0.00032171875,2.2247027e-07
1.5,0.00049257812,3.4049165e-07
1.5,0.00074886719,5.1734697e-07
1.5,0.0011333008,7.822199e-07
1.5,0.0017099512,1.1785786e-06
1.5,0.0025749268,1.770915e-06
1.5,0.0038723901,2.6543287e-06
1.5,0.0058185852,3.9677085e-06
1.5,0.0087378778,5.9108159e-06
1.5,0.013116817,8.7639677e-06
1.5,0.019685225,1.2904832e-05
1.5,0.029537838,1.8807746e-05
1.5,0.039537838,2.443245e-05
1.5,0.049537838,2.970527e-05
1.5,0.059537838,3.4645796e-05
1.5,0.069537838,3.9274759e-05
1.5,0.079537838,4.3613587e-05
1.5,0.089537838,4.7684182e-05
1.5,0.099537838,5.1508739e-05
1.5,0.10953784,5.5109529e-05
1.5,0.11953784,5.8508651e-05
1.5,0.12953784,6.172777e-05
1.5,0.13953784,6.4787858e-05
1.5,0.14953784,6.7708951e-05
1.5,0.15953784,7.050994e-05
1.5,0.16953784,7.3208405e-05
1.5,0.17953784,7.5820508e-05
1.5,0.18953784,7.836094e-05
1.5,0.19953784,8.084292e-05
1.5,0.20953784,8.3278243e-05
1.5,0.21953784,8.5677357e-05
1.5,0.22953784,8.8049471e-05
1.5,0.23953784,9.0402664e-05
1.5,0.24953784,9.2744003e-05
1.5,0.25953784,9.5079643e-05
1.5,0.26953784,9.741493e-05
1.5,0.27953784,9.9754491e-05
1.5,0.28953784,0.0001021023
1.5,0.29953784,0.00010446176
1.5,0.30953784,0.00010683575
1.5,0.31953784,0.00010922666
1.5,0.32953784,0.00011163653
1.5,0.33953784,0.000114067
1.5,0.34953784,0.00011651942
1.5,0.35953784,0.00011899489
1.5,0.36953784,0.00012149427
1.5,0.37953784,0.00012401827
1.5,0.38953784,0.00012656743
1.5,0.39953784,0.00012914219
1.5,0.40953784,0.00013174283
1.5,0.41953784,0.00013436956
1.5,0.42953784,0.0001370225
1.5,0.43953784,0.00013970166
1.5,0.44953784,0.00014240699
1.5,0.45953784,0.00014513836
1.5,0.46953784,0.00014789556
1.5,0.47953784,0.00015067832
1.5,0.48953784,0.00015348634
1.5,0.49953784,0.00015631925
1.5,0.50953784,0.00015917664
1.5,0.51953784,0.00016205806
1.5,0.52953784,0.00016496303
1.5,0.53953784,0.00016789105
1.5,0.54953784,0.00017084162
1.5,0.55953784,0.0001738142
1.5,0.56953784,0.00017680825
1.5,0.57953784,0.00017982324
1.5,0.58953784,0.00018285865
1.5,0.59953784,0.00018591391
1.5,0.60953784,0.00018898851
1.5,0.61953784,0.00019208192
1.5,0.62953784,0.00019519361
1.5,0.63953784,0.00019832306
1.5,0.64953784,0.00020146974
1.5,0.65953784,0.00020463315
1.5,0.66953784,0.00020781276
1.5,0.67953784,0.00021100807
1.5,0.68953784,0.00021421856
1.5,0.69953784,0.00021744374
1.5,0.70953784,0.00022068309
1.5,0.71953784,0.00022393611
1.5,0.72953784,0.00022720231
1.5,0.73953784,0.00023048123
1.5,0.74953784,0.00023377238
1.5,0.75953784,0.00023707531
1.5,0.76953784,0.00024038957
1.5,0.77953784,0.0002437147
1.5,0.78953784,0.00024705029
1.5,0.79953784,0.00025039591
1.5,0.80953784,0.00025375117
1.5,0.81953784,0.00025711568
1.5,0.82953784,0.00026048907
1.5,0.83953784,0.00026387097
1.5,0.84953784,0.00026726103
1.5,0.85953784,0.00027065891
1.5,0.86953784,0.00027406428
1.5,0.87953784,0.00027747681
1.5,0.88953784,0.00028089617
1.5,0.89953784,0.00028432205
1.5,0.90953784,0.00028775413
1.5,0.91953784,0.00029119211
1.5,0.92953784,0.00029463568
1.5,0.93953784,0.00029808454
1.5,0.94953784,0.00030153839
1.5,0.95953784,0.00030499693
1.5,0.96953784,0.00030845987
1.5,0.97953784,0.00031192693
1.5,0.98953784,0.00031539784
1.5,0.99953784,0.00031887232
1.5,1,0.00031903298

